role,industry,salary_aud,experience_level,remote_friendly,top_skill_1,top_skill_2,top_skill_3,yoy_growth_pct
Graduate Data Analyst,Government,62903,Junior (1-3 yrs),Yes,Python (basic),Excel,Attention to Detail,19.6
Graduate Data Analyst,Education,68490,Junior (1-3 yrs),Hybrid,Python (basic),Attention to Detail,Communication,19.5
Graduate Data Analyst,Healthcare,70888,Graduate (0-1 yrs),Yes,Power BI,Attention to Detail,Communication,24.3
Graduate Data Analyst,Consulting,58284,Junior (1-3 yrs),Hybrid,Python (basic),SQL,Power BI,18.0
Graduate Data Analyst,Education,77380,Mid (3-5 yrs),Hybrid,SQL,Communication,Power BI,15.5
Graduate Data Analyst,Manufacturing,87361,Mid (3-5 yrs),Hybrid,Python (basic),Attention to Detail,Excel,18.2
Graduate Data Analyst,Media & Comms,94658,Senior (5+ yrs),Yes,Communication,Python (basic),Power BI,20.2
Graduate Data Analyst,Government,89004,Mid (3-5 yrs),No,Excel,Attention to Detail,SQL,18.4
Graduate Data Analyst,Finance & Banking,69702,Junior (1-3 yrs),Yes,Communication,Power BI,SQL,19.1
Graduate Data Analyst,Consulting,72827,Junior (1-3 yrs),Yes,SQL,Communication,Python (basic),21.8
Graduate Data Analyst,Healthcare,74388,Mid (3-5 yrs),No,Python (basic),Communication,Excel,25.7
Graduate Data Analyst,Media & Comms,59258,Graduate (0-1 yrs),Yes,SQL,Power BI,Communication,18.1
Graduate Data Analyst,Media & Comms,55000,Graduate (0-1 yrs),No,Power BI,Communication,Excel,24.4
Graduate Data Analyst,Retail & E-commerce,74338,Junior (1-3 yrs),No,Excel,SQL,Attention to Detail,22.6
Graduate Data Analyst,Media & Comms,70353,Junior (1-3 yrs),No,Excel,Attention to Detail,Communication,24.3
Graduate Data Analyst,Tech & SaaS,68501,Junior (1-3 yrs),Yes,Python (basic),Communication,Power BI,20.1
Graduate Data Analyst,Media & Comms,88528,Mid (3-5 yrs),Hybrid,Power BI,SQL,Python (basic),21.8
Graduate Data Analyst,Healthcare,71146,Mid (3-5 yrs),Yes,Attention to Detail,Power BI,Excel,25.0
Graduate Data Analyst,Finance & Banking,83874,Mid (3-5 yrs),No,Python (basic),Excel,Attention to Detail,21.8
Graduate Data Analyst,Education,78458,Junior (1-3 yrs),Hybrid,Communication,SQL,Excel,26.2
Graduate Data Analyst,Manufacturing,74844,Junior (1-3 yrs),Hybrid,SQL,Power BI,Attention to Detail,18.4
Graduate Data Analyst,Media & Comms,60279,Junior (1-3 yrs),Hybrid,Attention to Detail,Power BI,Excel,27.4
Graduate Data Analyst,Education,70872,Junior (1-3 yrs),Yes,Communication,Python (basic),Power BI,22.2
Graduate Data Analyst,Finance & Banking,90360,Mid (3-5 yrs),Yes,Excel,Power BI,SQL,27.4
Graduate Data Analyst,Finance & Banking,66813,Senior (5+ yrs),No,Excel,Python (basic),Communication,24.6
Graduate Data Analyst,Retail & E-commerce,71817,Mid (3-5 yrs),Yes,Excel,Python (basic),SQL,26.6
Graduate Data Analyst,Retail & E-commerce,63384,Graduate (0-1 yrs),Yes,Excel,Attention to Detail,Power BI,24.4
Graduate Data Analyst,Education,72443,Mid (3-5 yrs),No,Communication,Attention to Detail,Python (basic),18.8
Graduate Data Analyst,Healthcare,80437,Mid (3-5 yrs),Hybrid,Power BI,SQL,Attention to Detail,20.9
Graduate Data Analyst,Media & Comms,65003,Graduate (0-1 yrs),Yes,Excel,Power BI,Communication,21.5
Graduate Data Analyst,Manufacturing,75444,Mid (3-5 yrs),Hybrid,Excel,Power BI,Python (basic),23.9
Graduate Data Analyst,Finance & Banking,72071,Junior (1-3 yrs),No,Communication,Attention to Detail,Python (basic),15.6
Graduate Data Analyst,Manufacturing,68734,Junior (1-3 yrs),No,Power BI,SQL,Attention to Detail,25.7
Graduate Data Analyst,Education,70382,Junior (1-3 yrs),No,Python (basic),SQL,Communication,27.9
Graduate Data Analyst,Finance & Banking,69552,Graduate (0-1 yrs),Hybrid,Python (basic),Attention to Detail,Power BI,18.7
Graduate Data Analyst,Tech & SaaS,72887,Mid (3-5 yrs),Yes,SQL,Power BI,Excel,25.6
Graduate Data Analyst,Finance & Banking,65174,Junior (1-3 yrs),Yes,Communication,Excel,Attention to Detail,26.6
Graduate Data Analyst,Education,76334,Junior (1-3 yrs),Hybrid,SQL,Python (basic),Power BI,22.3
Graduate Data Analyst,Education,61256,Junior (1-3 yrs),Hybrid,Communication,Power BI,Python (basic),23.4
Graduate Data Analyst,Retail & E-commerce,55000,Graduate (0-1 yrs),Hybrid,Communication,SQL,Python (basic),18.7
Graduate Data Analyst,Manufacturing,55000,Graduate (0-1 yrs),No,Excel,SQL,Attention to Detail,18.4
Graduate Data Analyst,Consulting,82441,Senior (5+ yrs),No,Power BI,Python (basic),SQL,23.2
Graduate Data Analyst,Media & Comms,66302,Junior (1-3 yrs),Hybrid,Communication,Python (basic),SQL,21.5
Graduate Data Analyst,Retail & E-commerce,79479,Mid (3-5 yrs),Yes,Attention to Detail,Python (basic),SQL,26.4
Graduate Data Analyst,Retail & E-commerce,81576,Senior (5+ yrs),Hybrid,Power BI,Excel,Python (basic),26.3
Graduate Data Analyst,Tech & SaaS,60610,Graduate (0-1 yrs),No,SQL,Attention to Detail,Power BI,16.2
Graduate Data Analyst,Tech & SaaS,80906,Mid (3-5 yrs),Hybrid,Python (basic),Power BI,SQL,20.8
Graduate Data Analyst,Tech & SaaS,55000,Graduate (0-1 yrs),No,Communication,Attention to Detail,SQL,20.8
Graduate Data Analyst,Finance & Banking,74741,Junior (1-3 yrs),Hybrid,Power BI,SQL,Communication,22.7
Graduate Data Analyst,Tech & SaaS,61882,Graduate (0-1 yrs),Hybrid,Attention to Detail,SQL,Excel,22.1
Graduate Data Analyst,Finance & Banking,58224,Mid (3-5 yrs),Yes,Python (basic),Communication,Excel,14.8
Graduate Data Analyst,Manufacturing,75974,Mid (3-5 yrs),No,Excel,Attention to Detail,Power BI,24.4
Graduate Data Analyst,Government,79935,Senior (5+ yrs),No,Python (basic),Excel,Power BI,26.1
Graduate Data Analyst,Education,78424,Junior (1-3 yrs),No,Attention to Detail,SQL,Communication,18.5
Graduate Data Analyst,Education,68976,Mid (3-5 yrs),Hybrid,Attention to Detail,Excel,Python (basic),22.1
Graduate Data Analyst,Consulting,71605,Senior (5+ yrs),No,Python (basic),Excel,SQL,22.4
Graduate Data Analyst,Education,73181,Mid (3-5 yrs),Yes,Attention to Detail,Communication,SQL,25.4
Graduate Data Analyst,Education,60824,Junior (1-3 yrs),Yes,Communication,Excel,Power BI,26.8
Graduate Data Analyst,Finance & Banking,80779,Mid (3-5 yrs),Hybrid,Excel,SQL,Python (basic),24.5
Graduate Data Analyst,Finance & Banking,76913,Senior (5+ yrs),Yes,Attention to Detail,Communication,Python (basic),17.1
Graduate Data Analyst,Government,55644,Graduate (0-1 yrs),Yes,SQL,Python (basic),Power BI,20.9
Graduate Data Analyst,Healthcare,80366,Junior (1-3 yrs),Yes,Python (basic),Power BI,Communication,19.6
Graduate Data Analyst,Finance & Banking,82931,Mid (3-5 yrs),No,Power BI,Python (basic),Communication,27.7
Graduate Data Analyst,Manufacturing,77567,Mid (3-5 yrs),Hybrid,Excel,Power BI,Communication,20.8
Graduate Data Analyst,Tech & SaaS,55000,Graduate (0-1 yrs),Yes,Communication,Power BI,Excel,22.6
Graduate Data Analyst,Finance & Banking,71063,Junior (1-3 yrs),No,Power BI,Python (basic),SQL,23.7
Graduate Data Analyst,Healthcare,60279,Graduate (0-1 yrs),Hybrid,Communication,SQL,Attention to Detail,21.0
Graduate Data Analyst,Education,55000,Graduate (0-1 yrs),Yes,Python (basic),Communication,SQL,19.2
Graduate Data Analyst,Tech & SaaS,74810,Junior (1-3 yrs),Yes,Power BI,Communication,Excel,22.8
